Location,Region Name,Zone Name,lat,lng,Number of staff,Number of Doctors,Percentage of underweight Children,Proportion of children 6-59 months with severe acute malnutrition,Proportion of HHs using latrine,Malaria rate,Proportion of  households covered with mosquito bed nets(LLIN),Proportion of functional 1 to 5 networks,Health budget utilization,Essential drugs availability,Integrated Supportive supervision,Reporting completeness
a/chuko,snnpr,sidama,6.557722239,38.3010891888,407.0,0.0,2965.01032639,3636.60068679,678055.400879,5.90407802582,1360.76556396,21781.3607788,188.540649414,1039.5,6165.38220882,7480.57632446
a/ketema,dire dawa,dire dawa,9.0336,38.72361,72.0,0.0,2222.88248846,891.869322538,3409.66650391,0.3400432899,200.0,3358.33478546,0.0,1108.0,1675.0,8864.69692993
a/tsembila,tigray,tigray,13.9574872516,37.9943973894,105.0,0.0,3075.19524193,2028.77013206,66216.2626343,27.5505133667,803.68927002,53881.6986084,195.789993286,2102.0,15355.0001221,15960.2382812
a/wondo,snnpr,sidama,6.60291372264,38.435211766,342.0,0.0,2696.27648735,20838.4683757,18208.829895,1.57981836319,657.034820557,18052.9414673,98.9386291504,1039.5,6774.51837158,4573.50309753
abaala,afar,afar,13.3393923143,39.9596725596,106.0,0.0,0.0,141.666664124,14350.9801255,0.0110893988609,749.162506103,100.0,200.0,226.0,4466.66665649,2180.0
abadir,harreri,harreri,9.301828,42.142272,12.0,0.0,0.0,0.0,401.29486084,0.32,100.0,365.697955728,200.0,0.0,900.0,1850.0
abaya,oromiya,borena,6.38936549806,38.0329066339,106.0,0.0,9656.93347585,4367.32514954,11165.0268555,25.1201614227,749.162506103,24310.598938,200.0,1562.0,5526.06375122,7107.33829498
abayi choman,oromiya,horo guduru welega,9.71799438216,37.33720737,320.0,0.0,1771.36103514,391.794342726,56381.6816406,10.7494998779,200.0,22348.1438599,200.0,1320.0,5600.0,11233.5796814
abe dongoroo,oromiya,horo guduru welega,9.59390116722,36.8614375533,88.0,0.0,2523.17394626,656.909807205,10417.5238037,26.9144275513,749.162506103,14547.4820557,30.1754379272,1866.0,4233.33325195,9660.0
abergele,amhara,waghimra,13.0749219934,38.889111524,106.0,0.0,9366.60202789,3003.1905036,19653.9306641,14.5480254974,749.162506103,11814.0035548,200.0,1285.0,5133.33328247,11108.9246368
abeshge,snnpr,gurage,8.30257608261,37.6064255466,224.0,0.0,308.471175849,14.3712533927,6180.25640869,3.34398692322,595.001296997,14849.9921875,142.493202209,1039.5,3922.25515747,2388.46154022
abi adi town,tigray,tigray,13.623028,39.002033,54.0,0.0,18.2890356109,3.82661024109,14350.9801255,0.356263170719,749.162506103,18915.9616089,53.1730995178,282.0,599.999996185,100.0
abobo,gambella,gambella,7.8551821067,34.5375601429,106.0,0.0,574.866684914,1220.34520149,16257.677002,15.421352562,749.162506103,2226.44644928,200.0,680.0,766.666664124,6650.0
abuna,oromiya,west shoa,9.67019259439,37.9868350945,56.0,0.0,5532.41512775,1957.72952986,7601.84667969,14.9264218597,1162.80187988,24092.3772354,84.6262359619,1176.0,3575.0,2731.42857361
adaar,afar,afar,11.315658431,40.4437033351,61.0,0.0,3682.49277496,1278.34637165,1067.97383118,7.25626057434,159.802383423,1697.90571022,200.0,717.0,2219.99998474,8740.0
adaba,oromiya,west arsi,6.99045205701,39.5274152359,168.0,0.0,6930.93840027,4157.85978699,258118.34375,0.1,749.162506103,35544.1988525,641.997009277,3096.0,15291.6668701,20495.166008
adabarga,oromiya,west shoa,9.41698128152,38.4371555787,33.0,0.0,9847.54232788,2901.65133858,84241.0056152,9.54880635071,1100.0,45854.1912842,200.0,1248.0,12472.0614014,11325.6210632
adadle,somali,somali,5.81613878657,43.2010920958,80.0,0.0,2430.36709595,295.674250126,3397.13592529,14.0103423004,749.162506103,21100.0,200.0,289.0,100.0,1686.14718628
adama rural,oromiya,east shewa,8.46535149682,39.2677265049,108.0,0.0,6887.1457901,2914.43176174,756745.109131,23.5376091614,1291.84338379,49505.1895752,109.420257568,2662.0,9680.21646118,17439.8849182
adami tullu j/k,oromiya,east shewa,7.83137241694,38.6375148228,160.0,0.0,5682.90092754,3148.90705109,38619.6501465,25.9972833557,3555.7355957,83489.6103516,371.843963623,1920.0,21063.6113281,15191.7865601
addis ketema,addis ababa,addis ababa,9.03469821285,38.7265581142,1102.0,0.0,552.028859138,733.928243726,14350.9801255,4.71601878166,749.162506103,18915.9616089,504.145202637,3089.0,2499.99998474,17633.4018974
adea,oromiya,east shewa,8.7486383353,39.0303456364,31.0,0.0,1539.64311361,922.453184605,85294.3291016,4.74347502613,1500.0,38330.2089844,200.0,1591.0,10378.3333435,14768.5630188
adiarkay,amhara,north gondar,13.3845775123,37.9787691708,47.0,0.0,4862.13853765,1552.61678457,61084.0817871,24.9414423218,300.0,5433.68647385,200.0,1072.0,8666.66668701,6931.42857361
adigrat,tigray,tigray,14.280269,39.462612,101.0,0.0,139.725236386,13.7406932116,14350.9801255,1.42230770493,749.162506103,18915.9616089,200.0,584.0,1000.0,2400.0
adiyo,snnpr,kaffa,0.0,0.0,92.0,0.0,187.218943812,12.0107389614,2559.56734467,1.54785089588,202.248031616,1866.88744354,57.8114128113,1039.5,521.738613129,2336.89457703
adola woyu,oromiya,guji,5.97611283307,38.9617645271,133.0,0.0,10588.0920029,6257.80824018,12836.7835693,6.66397766113,825.880737305,10095.5778828,409.48538208,1316.0,1137.49998474,14294.574585
adwa rural,tigray,tigray,14.1748554378,38.9246294764,147.0,0.0,3139.26130295,1071.81827879,402804.972778,26.7458527832,349.621856689,41125.105957,309.031524658,1764.0,13914.166748,14200.0
adwa town,tigray,tigray,14.16587,38.890336,81.0,0.0,310.382990003,264.55312404,14350.9801255,1.7088588171,749.162506103,18915.9616089,0.127533614635,698.0,266.666664124,2872.22221375
afambo,afar,afar,11.2389927351,41.6467541187,101.0,0.0,2444.97858429,1387.41234207,3676.78268433,13.1767270508,0.0,8441.74124146,100.0,598.0,5700.0,6500.0
afdem,somali,somali,10.204290661,41.2282842183,117.0,0.0,4853.13363647,820.862309456,19600.2382812,4.05375201416,160.981292725,6189.32525635,0.0,220.0,1133.33333969,1540.27775574
afdera,afar,afar,13.3871689674,40.9296375397,9.0,0.0,1628.3245039,1607.0039916,14350.9801255,3.10854346752,18.75,297.857139587,10.0,529.0,175.0,2670.0
agalometi,benishangul-gumuz,benishangul-gumuz,9.79661856622,35.646203478,106.0,0.0,1346.43630266,256.042213202,50830.5554199,14.594879303,749.162506103,5474.07242203,200.0,274.0,2333.33337402,1183.33333588
agarfa,oromiya,bale,7.31698284181,39.7742706352,111.0,0.0,6861.87889862,2460.30159187,147647.786865,2.15545144653,243.332901001,14829.9099426,485.679412842,1537.0,9825.00007629,18658.2726593
agaro,oromiya,jimma,7.859045,36.582327,129.0,0.0,201.366845846,84.3205680102,18078.8556213,0.987029743671,749.162506103,4182.74613953,200.0,504.0,4200.00006104,11629.6639252
ahferom,tigray,tigray,14.3856171604,39.1239153518,347.0,0.0,4461.59850693,2336.99163914,53549.3151855,36.3467009888,932.010009766,39714.0180664,374.513458252,2101.0,14408.333252,16124.72229
akaki,addis ababa,addis ababa,8.89728556567,38.8037698907,444.0,0.0,489.288124561,419.532307327,14350.9801255,5.93091644287,749.162506103,18915.9616089,177.091156006,1703.0,833.333328247,14733.2048035
akaki,oromiya,finfine special,8.77096300631,38.8459971771,71.0,0.0,4492.11433029,794.4385553,250099.091797,14.7010094604,1800.0,47192.9991455,300.0,728.0,9956.82336426,8408.62615204
akobo,gambella,gambella,7.96024199069,33.2715650268,106.0,0.0,186.666666031,3.6714977026,14350.9801255,0.406612640381,749.162506103,84.0,200.0,0.0,4466.66665649,7625.0
alamata town,tigray,tigray,12.3859823236,39.5127690167,90.0,0.0,92.6434395313,18.6718949527,14350.9801255,0.183168468475,749.162506103,18915.9616089,99.4079742432,278.0,350.0,1299.99999619
albuko,amhara,south wolo,10.8146869361,39.6132980123,126.0,0.0,3073.31745148,863.086075306,12592.982666,0.577316009521,1600.0,23080.4881592,200.0,1091.0,9566.66665649,9500.0
ale,oromiya,ilu ababor,8.1416555892,35.5189568394,106.0,0.0,345.15870738,70.9805244952,7523.29980469,2.89450280333,991.499389648,29728.6688232,200.0,744.0,153.508773804,9407.14285278
alefa,amhara,north gondar,11.9326116475,36.7330821851,169.0,0.0,3112.4422226,288.567885399,20525.1623077,40.3812229004,2776.20141602,27103.20401,399.240509033,1573.0,19372.6190186,10995.3320923
aleltu,oromiya,north shoa,9.24280609045,39.1453962746,189.0,0.0,3712.86031342,1059.35886979,48584.9855957,0.9502380867,100.0,25249.2409058,170.834182739,768.0,9821.79473877,7719.04760742
alge,oromiya,ilu ababor,8.58169638933,35.7677007302,127.0,0.0,2635.46085978,553.921127558,7225.56048584,5.27488895416,1302.50585938,31283.9725342,692.24420166,1610.0,3926.12180328,12563.6995239
alicho,snnpr,silte,7.97548674705,38.1710164985,135.0,0.0,28.6719972193,160.269855626,4639.26377106,0.246743445396,749.162506103,2612.50691986,256.191574097,1039.5,432.027915955,2364.91402435
alle,snnpr,segen,5.5339185478,37.1608717929,106.0,0.0,111.947916448,125.283077225,14350.9801255,0.710527337074,749.162506103,3026.07110596,200.0,1039.5,4466.66665649,2385.59523773
amaro,snnpr,segen,5.79144594145,37.8194202904,106.0,0.0,2351.88662863,609.830403388,14350.9801255,17.2892503662,749.162506103,11678.451767,200.0,1039.5,457.142856598,11913.9285889
amaya,oromiya,south wollo,8.55567614787,37.7028530274,113.0,0.0,2699.05707884,867.74272418,20331.2403564,11.7213797455,2325.6237793,42464.1229248,200.004699707,1999.0,14314.166748,18200.9526367
ambasel,amhara,south wolo,11.5002829848,39.4913283755,151.0,0.0,5257.84523773,1548.59000087,18356.1672363,1.60761136913,258.989624023,42093.6760254,409.504211426,2093.0,21950.0002441,16190.769104
ambo town,oromiya,west shoa,8.978297,37.856633,198.0,0.0,109.79879263,26.5709176213,564.285705566,0.78574667573,749.162506103,222.775922775,187.755203247,565.0,300.0,5142.00146484
ambo,oromiya,west shoa,9.06802355082,37.8345126539,55.0,0.0,3403.88198376,2487.8429451,10716.4784546,20.739430542,749.162506103,15261.1478577,99.5958557129,1209.0,1241.66665649,4175.0
amibera,afar,afar,9.52594789609,40.4039214481,164.0,1.0,7448.63231659,4567.75650215,3650.35528564,18.8782718506,26.1682243347,5960.12055969,400.0,999.0,2333.33331299,7296.59555054
amigna,oromiya,arsi,7.89650225806,40.16717513,106.0,0.0,10556.1811371,1568.83983946,16154.8101807,6.30869818878,749.162506103,13028.8593597,200.0,478.0,11358.3332825,5645.23809814
amir nue,harreri,harreri,0.0,0.0,328.0,0.0,335.60948348,311.25151825,200.0,1.197422755,100.0,398.676116943,100.0,615.0,900.0,3533.33332825
amuru,oromiya,horo guduru welega,10.1329461857,37.0118435913,29.0,0.0,2080.61477983,962.543705046,34922.5677795,25.6468518677,749.162506103,19172.2159424,100.0,1120.0,2846.6665802,6200.0
ana sora,oromiya,guji,6.1760250135,38.7653700911,102.0,0.0,4983.07387543,3324.31020355,9122.81192017,2.36086479092,749.162506103,12430.1691055,40.926738739,1131.0,12816.666748,11168.7976685
anchar,oromiya,west hararge,8.73916119306,40.2071309217,46.0,0.0,8812.85018921,2574.10561943,101265.527588,5.42306134224,1400.0,36805.1273804,299.361694336,1136.0,13367.9019775,8237.5
andracha,snnpr,sheka,7.55182056073,35.3430524028,48.0,0.0,439.09983021,995.55375874,6170.98082733,0.751010093689,469.962799072,17012.9430084,400.0,1039.5,2609.46075439,4878.57141113
aneded,amhara,east gojam,10.1790953491,37.8736154889,152.0,0.0,747.267708197,162.965389013,12898.4786377,17.8263637695,1795.84484863,22679.1948242,400.0,1364.0,14533.333252,14421.0714722
anfillo,oromiya,kellem,8.58883714699,34.522503979,109.0,0.0,3108.23521423,1603.81341743,19978.3513184,6.78712911224,0.0,38210.067627,400.0,1115.0,12933.3330078,12248.7069092
angacha,snnpr,kembata tembaro,7.35581500871,37.8584450308,162.0,1.0,338.23573637,3078.67330945,5619.12335205,3.37507978249,35.8210754395,12839.2212219,416.888473511,1039.5,3676.77000427,4800.0
ankesha,amhara,awi,10.7583109272,36.7852820703,106.0,0.0,1057.50922036,208.052328765,23778.590332,28.1201082764,749.162506103,33182.6416016,200.0,2380.0,2220.0,14072.674408
ankober,amhara,north shoa,9.55808075536,39.7771285557,60.0,0.0,2842.61624908,223.854532242,7840.72485352,1.08415178823,971.425048828,14926.8275126,300.0,1401.0,10600.0000305,11830.0
anlemo,snnpr,hadiya,7.62149365057,37.9792430849,236.0,0.0,316.830628157,673.081403524,5118.28106689,3.05797088623,1256.92987061,11298.4772949,100.0,1039.5,716.076778412,2381.48148346
antsokiagemza,amhara,north shoa,10.5977528958,39.8019664563,133.0,0.0,1045.72195387,800.407385409,25374.4960327,10.4618570099,1197.74438477,30544.5516968,487.420288086,1360.0,10849.3860474,11583.333313
arada,addis ababa,addis ababa,9.03568131134,38.7546835192,1123.0,1.0,792.589698792,907.384854138,14350.9801255,3.97388712835,749.162506103,18915.9616089,651.701843262,2029.0,2000.0,12929.6052856
arba minch tawon,snnpr,gamo gofa,6.032972,37.559186,370.0,0.0,0.496688753366,0.0,14350.9801255,0.64861788559,749.162506103,18915.9616089,141.996570587,1039.5,200.0,913.580246925
arba minch zuria,snnpr,gamo gofa,5.96150451491,37.546581154,218.0,0.0,81.6468141675,34.1023099944,532.934608459,0.531041442871,33.7328643799,1349.26831055,227.395896912,1039.5,352.011219025,2312.67364502
aregoba,afar,afar,9.50493570742,39.8907215186,106.0,0.0,16228.5313416,8596.04071808,4553.44946289,18.7589021454,749.162506103,1000.0,200.0,285.0,4816.66662598,2010.45454407
aregoba,amhara,south wolo,10.9312345168,39.9818189202,86.0,0.0,1806.09633982,570.11877346,3420.40374756,2.62352529526,74.7002410889,5671.64336395,184.686065674,612.0,1908.33331299,4576.66665649
areka,snnpr,wolayta,7.072039,37.704906,0.0,1.0,171.109522879,434.073787689,14350.9801255,2.39390801167,749.162506103,18915.9616089,1023.22302246,1039.5,133.333332062,2075.0
arero,oromiya,borena,4.64329575279,39.0246752751,73.0,0.0,1718.68251705,729.874036968,10827.7147827,4.85605008316,1065.55090332,12228.7852173,100.0,708.0,4259.2436676,6451.4503479
aroressa,snnpr,sidama,6.31138407686,38.9819774353,333.0,0.0,5249.04994583,3870.3111639,44097.8287964,3.05924819756,0.0,12978.6188049,579.106994629,1039.5,3347.02874756,9303.64147949
arsi nagele town,oromiya,west arsi,7.359784,38.671274,106.0,0.0,932.609464735,133.981517345,2105.54699707,2.0288663044,749.162506103,6318.34927368,200.0,820.0,2366.66668701,13385.7142944
arsi nagele,oromiya,west arsi,7.47954249002,38.7006103208,279.0,0.0,13223.4977722,2869.84835434,22235.697998,19.387868927,1928.4432373,81813.1601562,659.985351562,2610.0,27725.0004883,23996.0938339
artuma fursi,amhara,oromia,10.5233110719,40.0143436582,139.0,0.0,4770.02402878,2924.92443275,19528.2290039,12.6070766449,2200.0,42706.2559814,600.0,1799.0,22233.333252,17000.2243576
aseko,oromiya,arsi,8.52401276958,40.0855944154,106.0,0.0,5943.7009964,2049.22134018,12880.259552,5.63675281525,749.162506103,24401.8710327,200.0,856.0,9147.20758057,9400.0
asossa town,benishangul-gumuz,benishangul-gumuz,0.0,0.0,106.0,0.0,20.436511457,102.83565791,400.0,0.318447610855,749.162506103,18915.9616089,200.0,164.0,4466.66665649,200.0
asossa,benishangul-gumuz,benishangul-gumuz,9.97222887877,34.466290804,71.0,0.0,2015.10790801,857.861093402,670526.070679,49.2523883667,2175.75976562,128010.677979,95.699798584,560.0,14070.0,6117.07040405
atsbi,tigray,tigray,13.810721133,39.7590396634,168.0,0.0,862.585437775,356.066686749,2030160.0,9.06281281281,1100.0,40506.0806885,360.654785156,1416.0,13250.0,11427.9220581
awabel,amhara,east gojam,10.2120884348,37.9973965954,152.0,0.0,907.628596306,1398.98832279,26426.885498,22.8083629761,200.0,51994.4929199,168.744628906,1698.0,7350.00003052,13983.333313
aware,somali,somali,8.50293424518,44.0334336009,106.0,0.0,0.0,28.1818180084,119.207458496,0.2,749.162506103,18915.9616089,200.0,72.0,4466.66665649,100.0
awash fentale,afar,afar,9.10427441835,40.023494504,11.0,0.0,4572.02044535,4742.03052521,118.777015686,6.43636617279,749.162506103,4134.60572815,0.0,259.0,1600.0,340.0
awash town,afar,afar,0.0,0.0,106.0,0.0,122.020938635,101.704841614,14350.9801255,1.58816668296,749.162506103,18915.9616089,200.0,441.0,500.0,3890.0
awbare,somali,somali,9.76496170978,43.026772133,290.0,1.0,8931.27456379,4015.80165768,1537.222229,1.24197860813,3908.90185547,1168.66473532,200.0,595.0,2185.83334351,6643.16009521
aweday,oromiya,east hararge,9.360431,42.043432,30.0,0.0,591.86748457,873.021899559,565.880954742,0.983650260925,749.162506103,18915.9616089,0.0,307.0,0.0,1104.76190758
awera,afar,afar,12.1373710803,40.4644448467,106.0,0.0,5929.65125275,2912.95377445,14350.9801255,9.3293850708,749.162506103,133.333332062,200.0,428.0,908.333297729,5588.8888855
axum town,tigray,tigray,14.131871,38.747105,44.0,0.0,234.812956065,435.345188946,14350.9801255,0.918369685173,749.162506103,18915.9616089,5.8350520134,512.0,600.0,1940.0
ayder woreda,tigray,tigray,13.515811,39.464358,130.0,0.0,288.119166374,256.543796495,14350.9801255,3.7242307663,749.162506103,18915.9616089,118.511177063,577.0,250.0,2000.0
ayesaita,afar,afar,11.5466360215,41.5118982367,195.0,0.0,1390.23566437,1843.09737778,1575.14862823,6.19836538696,749.162506103,1143.19092464,200.0,984.0,1099.56710529,8170.39141464
ayira,oromiya,west wollega,9.10534174126,35.2824683597,68.0,0.0,796.32333672,44.880287379,40196.1368408,1.00190294409,1700.0,24653.2124634,92.5553131104,551.0,10566.666626,5546.66668701
aysha,somali,somali,10.6966856227,42.3627655689,111.0,0.0,3911.74068451,90.8828467876,14350.9801255,4.70071524048,1081.32910156,0.0,300.0,311.0,100.0,3400.0
babile,oromiya,east hararge,8.73911688722,42.5604155451,60.0,0.0,3382.61038017,1860.76244497,23802.2338867,6.23025828552,527.311584473,33648.3602905,62.3494911194,1166.0,11767.499939,7194.79838562
babile,somali,somali,9.12085552374,42.7842918774,28.0,0.0,6708.27154922,3522.61735153,2468.96551514,2.22072356606,749.162506103,1227.80194092,200.0,283.0,2403.33325195,2060.0
babo gambel,oromiya,west wollega,9.41926980287,35.0815415401,37.0,0.0,1263.18688798,241.746756479,13801.5194092,15.4253751984,1600.0,39669.8024902,199.401306152,777.0,14174.9998779,8057.14284515
baddennoo,oromiya,east hararge,9.03511543046,41.6327129022,69.0,0.0,16605.2224426,2605.42025375,21233.2995529,11.6639098854,1200.0,14599.795929,200.0,1959.0,9958.33337402,8435.2381134
baddesa town,oromiya,west hararge,8.90377,40.778529,44.0,0.0,121.362092018,252.624877833,14350.9801255,0.225351156831,749.162506103,18915.9616089,100.0,266.0,0.0,1100.0
bahir dar zuria,amhara,west gojam,11.560575649,37.3539722645,136.0,0.0,797.238220215,84.3892725408,17859.5652771,8.72960322571,1718.92858887,46046.7912064,275.204589844,2460.0,23683.3333282,26907.9520111
bakko,oromiya,west shoa,9.08409375845,37.1510392692,245.0,0.0,7642.59301758,3118.7231636,750.0,19.449611908,749.162506103,52996.5523682,116.838195801,1348.0,3691.66664124,11135.7142944
bambasi,benishangul-gumuz,benishangul-gumuz,9.77817899568,34.710934973,106.0,0.0,3809.00548458,1245.35675102,1262675.17627,43.1777661133,749.162506103,33913.9970703,200.0,561.0,4774.84118652,3795.23809814
banja,amhara,awi,10.9662854137,36.9106998046,106.0,0.0,2046.21541291,390.608019471,20002.4084473,41.4996955566,749.162506103,41099.7059326,200.0,1326.0,8869.99996948,12476.9230652
basketo,snnpr,basketo,6.26411974594,36.5588779825,16.0,1.0,1578.90979171,738.419206679,14350.9801255,4.97134539795,749.162506103,3243.81145096,100.0,1039.5,50.0,6243.48672485
bassoliben,amhara,east gojam,10.021847322,37.7145891461,176.0,0.0,2353.76457167,2625.95938408,15779.7088623,32.4525199585,976.104003906,27137.5053406,448.982696533,1446.0,7470.45449829,14016.4438782
bati woreda,amhara,oromia,11.1645694903,40.0575801202,114.0,0.0,9718.18228149,3738.83013058,19880.0547485,16.8315711975,552.321716309,12660.481041,287.989685059,1856.0,16200.0,15583.333313
batu,oromiya,east shewa,7.926804,38.720841,36.0,0.0,810.614379108,576.45628953,477.311460018,0.251889383972,749.162506103,18915.9616089,100.099990845,702.0,2300.0,4600.0
becho,oromiya,ilu ababor,8.14204980857,35.6874115424,23.0,0.0,224.185249329,0.0,12992.0269775,0.5,749.162506103,23302.9397888,200.0,460.0,13083.333374,3008.33332825
becho,oromiya,south wollo,8.64411644527,38.2436782513,102.0,0.0,2664.14526927,448.02496177,4200.0,17.9701810303,2000.0,21026.1972046,201.0,1366.0,776.666664124,6940.64787292
bedele town,oromiya,ilu ababor,8.456402,36.35406,29.0,0.0,261.76710099,160.960979223,14350.9801255,2.99438567543,749.162506103,18915.9616089,200.0,603.0,200.0,8214.28571415
bedele,oromiya,ilu ababor,8.46026409844,36.3907549984,43.0,0.0,2766.09503746,592.04149437,226690.882812,6.26609168625,400.0,53194.7744141,200.0,460.0,3663.33332825,4777.48220825
begi,oromiya,west wollega,9.33600123322,34.5468271665,129.0,0.0,1332.19121313,364.307453156,29067.90625,8.7704597702,4400.0,76777.638916,437.337158203,1334.0,14909.9999847,11804.999939
bele,oromiya,arsi,7.65881989947,40.0575144423,106.0,0.0,7421.27720642,2038.35911751,3333.8659668,2.90432918739,749.162506103,18222.4434814,200.0,783.0,5433.33332825,8300.0
bellojengafoi,benishangul-gumuz,benishangul-gumuz,9.35830404087,36.2021324315,33.0,0.0,1650.85901237,1848.788414,5152.94116211,18.267006958,749.162506103,9723.7061615,100.0,731.0,3775.00003815,13174.444458
bena tsemay,snnpr,south omo,5.43564010044,36.6593982558,0.0,0.0,416.048552871,227.561478943,252.046783447,3.3797057476,70.5589752197,4523.43403053,200.0,1039.5,429.166664124,2035.81308746
bensa,snnpr,sidama,6.52842151925,38.8398059641,241.0,0.0,10623.9238281,6109.48363876,283417.285889,1.53699419022,0.0,31612.8226318,1213.72369385,1039.5,4933.24804688,18069.7084351
berahle,afar,afar,13.8394805008,40.4300738609,106.0,0.0,2111.45894432,10828.6604156,1821.66503906,21.0345238037,749.162506103,0.0,200.0,765.0,2100.0,7200.0
berbere,oromiya,bale,6.69344837904,40.1841101777,109.0,0.0,3034.17683411,1294.2187233,91143.1452637,0.354034570813,1300.0,18697.9968872,310.002502441,1100.0,10271.9696655,12688.1738892
bercano,somali,somali,0.0,0.0,52.0,0.0,800.94468689,339.292114258,854.480545044,0.2,700.0,200.0,100.0,91.0,140.0,819.595962524
berehet,amhara,north shoa,9.18179041587,39.6851280792,91.0,0.0,113.099648297,10.7737983167,7008.2980957,2.3261713829,306.28112793,20858.666687,300.0,1147.0,11000.0,13800.0
bero,snnpr,bench maji,6.33106659052,35.226505977,73.0,0.0,7341.08014131,401.348748863,1676.25100708,2.07875287819,479.273971558,2583.04729366,49.110004425,1039.5,1100.2025547,2394.71543884
beyeda,amhara,north gondar,13.2517765161,38.4809184996,142.0,0.0,14693.5931244,4123.10521317,8423.60150146,7.15251241302,375.903442383,4213.65866344,369.150054932,966.0,5205.95233917,8950.28011322
bibugn,amhara,east gojam,10.8365221726,37.7495773155,148.0,0.0,5962.03577805,976.262072802,11935.3950195,12.8714654617,1200.0,21742.6083069,327.95880127,1218.0,12933.333313,12259.6031494
bidu,afar,afar,13.0045487074,41.5062965743,106.0,0.0,426.203414917,459.571825027,14350.9801255,1.04957265091,749.162506103,18915.9616089,200.0,211.0,4466.66665649,1800.0
birqod,somali,somali,7.599366,43.749758,106.0,0.0,991.274024963,321.507081032,14350.9801255,1.38221128082,249.225402832,895.0,200.0,100.0,4466.66665649,421.666664124
bishan guracha,oromiya,west arsi,7.09927,38.47937,106.0,0.0,71.1287690401,31.4596219808,1100.0,0.214144842625,749.162506103,2629.95546341,200.0,268.0,1433.33332062,2700.0
bita,snnpr,kaffa,7.36415868406,35.6681354962,121.0,0.0,57.7448774576,4.90009524114,795.823013306,0.75542276001,103.885757446,2136.76156616,994.280029297,1039.5,466.987522125,2260.34996033
biyo awale,dire dawa,dire dawa,9.52335,42.01405,35.0,0.0,2343.79267311,1356.42147589,10971.9151001,0.466666662216,500.0,19576.1064453,90.0565338135,618.0,5808.33331299,4600.0
boditi town,snnpr,wolayta,6.953265,37.857256,97.0,0.0,18.2896133065,18.1718004644,14350.9801255,0.331425422668,749.162506103,18915.9616089,200.0,1039.5,700.0,2380.0
boji chokorsa,oromiya,west wollega,9.26107593884,35.480844414,87.0,0.0,1929.95757961,45.7636355162,20510.8232422,3.11741522789,976.340820312,39610.4516602,300.0,772.0,16637.2724609,7391.30434418
boji dirmeji,oromiya,west wollega,9.39126690448,35.6471132972,32.0,0.0,403.075531483,181.98411119,209579.156006,22.2552471313,1500.0,25609.0759277,99.8034820557,506.0,16133.333374,6121.42857361
boke,oromiya,west hararge,8.40304031182,41.0070701015,72.0,0.0,8050.63289642,3413.15503311,39954.2601318,1.87656849575,1592.19555664,30280.3914185,263.086486816,961.0,12198.8887939,11435.0
bokh,somali,somali,7.56302049449,47.0471762728,106.0,0.0,564.21526432,121.165513039,14350.9801255,0.198961904526,749.162506103,248.076922417,200.0,54.0,4466.66665649,890.972221375
bole,addis ababa,addis ababa,8.98003533308,38.8390824509,737.0,0.0,482.893860579,491.038286507,14350.9801255,8.63292663193,749.162506103,18915.9616089,345.921386719,4090.0,1950.0,16947.9419556
boloso bombe,snnpr,wolayta,7.10300282351,37.5488523687,361.0,1.0,4871.45283699,1047.37078679,5561.40808105,1.792818923,335.898406982,11893.5445251,183.698570251,1039.5,3130.21188354,2358.38596344
boloso sore,snnpr,wolayta,7.06519415856,37.7136282522,249.0,0.0,302.615705013,64.8739988506,782.04473877,0.457779876709,482.504577637,2320.06141663,176.830291748,1039.5,664.108016968,2372.0
bona z,snnpr,sidama,6.51649839546,38.7067173863,106.0,0.0,1528.45329118,641.11468637,1022.87734222,0.16046434021,749.162506103,3962.84721375,200.0,1039.5,1097.91518402,4114.28571415
bonaya boshe,oromiya,east wolega,8.89992030802,37.0385698558,106.0,0.0,1527.37924576,814.590706706,19132.1875,10.5811408691,749.162506103,17232.244812,200.0,799.0,1418.33328247,9526.19048309
bonga t,snnpr,kaffa,7.26440045495,36.5518727173,48.0,0.0,45.897490561,40.0847246647,14350.9801255,0.250443694234,749.162506103,18915.9616089,296.048110962,1039.5,0.0,1350.0
bonke,snnpr,gamo gofa,5.90160121153,37.2734144229,285.0,0.0,23.4539114237,8.10681755096,495.708511353,1.23204638481,117.072395325,2318.16799927,174.217567444,1039.5,723.218456268,2212.25457764
bora,oromiya,east shewa,8.31915940208,38.9539528997,96.0,0.0,1093.57141399,1472.92784095,14349.2294922,20.5342967834,1616.2734375,25237.0184937,224.328430176,1105.0,6041.66663361,10978.0519409
borecha,oromiya,ilu ababor,8.31363463744,36.6733259679,124.0,0.0,4421.7181797,924.038807631,218415.606201,4.53120803642,1200.0,58793.5267334,399.492523193,1494.0,18341.111084,14686.808197
boreda,snnpr,gamo gofa,6.51733804023,37.6514159915,234.0,0.0,11.0925770998,4.30949709751,651.684822083,0.551699567795,121.108791351,1368.13618851,870.037055969,1039.5,978.854850769,2400.0
borena,amhara,south wolo,10.7456996983,38.691937233,161.0,0.0,7709.10242462,2049.2838707,27033.3312988,19.7446313171,1343.11181641,26737.4137573,505.023773193,2075.0,20910.0001221,18647.3809814
boricha,snnpr,sidama,6.89220989469,38.2308289962,304.0,0.0,2414.38533211,1320.73809576,53264.1347656,3.82927179718,50011.9111328,28627.024353,309.643028259,1039.5,9405.5750885,5244.92315674
